A1_A2_BX3,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev block,PymatgenData std_dev atomic_radius,PymatgenData std_dev mendeleev_no,PymatgenData std_dev melting_point,X-electro_negativity,B-radius,B-Electro-negativity,A1-radius,A2-radius,OctahedralFactor,ToleranceFactor,NEWToleranceFactor,formation energy(ev)
Cs_MA_TiBr3,0.731861944,8.588235294,0.780720058,0.719854483,30.20186055,1170.732633,2.96,86,1.54,167,238,0.43877551,0.999227136,4.028569459,-0.613365905
Cs_MA_VBr3,0.715798588,8.705882353,0.780720058,0.71435952,29.60807483,1219.119239,2.96,79,1.63,167,238,0.403061224,1.024662008,4.204175127,0.605854959
Cs_MA_ZnBr3,0.712400369,9.529411765,0.780720058,0.71435952,26.35851719,1019.750431,2.96,74,1.65,167,238,0.37755102,1.043637231,4.366990763,-1.248885607
Cs_NH4_AgBr3,0.743907135,10.28571429,0.803073805,0.765669642,29.53553497,465.146004,2.96,94,1.93,167,170,0.479591837,0.888760075,4.156434976,-2.33670135
Cs_NH4_CaBr3,0.948003623,9,0.595879572,0.799920739,42.50353779,417.5567882,2.96,100,1,167,170,0.510204082,0.870744668,4.189419718,-1.824731853
Cs_NH4_CdBr3,0.783397006,10.42857143,0.803073805,0.75829949,29.07661045,223.5457211,2.96,95,1.69,167,170,0.484693878,0.885705917,4.158274889,-1.169968023
Cs_NH4_CoBr3,0.751206276,10,0.803073805,0.734020594,30.54196448,680.8921518,2.96,74.5,1.88,167,170,0.380102041,0.952829655,4.402154765,-0.742805466
Cs_NH4_CrBr3,0.789087255,9.571428571,0.803073805,0.739283339,31.78551306,849.9576368,2.96,80,1.66,167,170,0.408163265,0.933842108,4.277526147,0.510506762
Cs_NH4_CuBr3,0.748225437,10.28571429,0.803073805,0.734020594,29.41260698,514.3672015,2.96,73,1.9,167,170,0.37244898,0.958142832,4.44438704,-1.454949359
Cs_NH4_FeBr3,0.75900822,9.857142857,0.803073805,0.739283339,31.04741582,698.4746026,2.96,78,1.83,167,170,0.397959184,0.940658474,4.317521758,0.184501025
Cs_NH4_GeBr3,0.733311429,10.71428571,0.571040241,0.725181137,28.37737413,455.7681571,2.96,73,2.01,167,170,0.37244898,0.958142832,4.44438704,-1.371011716
Cs_NH4_HgBr3,0.734561389,10.42857143,0.803073805,0.751435824,29.18308027,138.342126,2.96,102,2,167,170,0.520408163,0.864900744,4.212570142,-0.81183678
Cs_NH4_InBr3,0.767297629,10.57142857,0.571040241,0.75829949,28.70741963,174.0456134,2.96,104,1.78,167,170,0.530612245,0.859134739,4.242214798,-1.240681334
Cs_NH4_MgBr3,0.866129572,9,0.595879572,0.751435824,29.29510025,342.8101186,2.96,72,1.31,167,170,0.367346939,0.961717992,4.474617102,-1.276852635
Cs_NH4_MnBr3,0.811261766,9.714285714,0.803073805,0.739283339,31.22522206,579.4991276,2.96,83,1.55,167,170,0.423469388,0.923800795,4.22846232,0.862800799
Cs_NH4_MoBr3,0.717215328,9.571428571,0.803073805,0.745092641,31.9809726,1145.71891,2.96,93,2.16,167,170,0.474489796,0.891835369,4.156016582,4.361998452
Cs_NH4_PdBr3,0.713788119,10.14285714,0.803073805,0.739283339,29.79738341,705.4511243,2.96,86,2.2,167,170,0.43877551,0.913973127,4.192147319,-0.950687582
Cs_NH4_PtBr3,0.708063802,10.14285714,0.803073805,0.734020594,29.93616397,792.9507313,2.96,80,2.28,167,170,0.408163265,0.933842108,4.277526147,-0.211848914
Cs_NH4_SnBr3,0.73977523,10.71428571,0.571040241,0.745092641,28.43145839,195.2900526,2.96,115,1.96,167,170,0.586734694,0.828747337,4.539959085,-1.90089006
Cs_NH4_TiBr3,0.813375949,9.285714286,0.803073805,0.739283339,33.01997639,751.7313578,2.96,86,1.54,167,170,0.43877551,0.913973127,4.192147319,-0.558334914
Cs_NH4_VBr3,0.794933686,9.428571429,0.803073805,0.734020594,32.38446577,851.1927356,2.96,79,1.63,167,170,0.403061224,0.937237897,4.296782257,1.351470161
Cs_NH4_ZrBr3,0.861246569,9.285714286,0.803073805,0.75829949,33.46293645,828.5568809,2.96,109,1.33,167,170,0.556122449,0.845050563,4.347096765,0.762735031
Cs_Py_HfBr3,0.705945572,9.4,0.711713389,0.669473259,27.44001181,1735.344145,2.96,109,1.3,167,322,0.556122449,1.021247663,3.574758415,-2.588392658
Cs_Py_InBr3,0.624498492,10.3,0.545330745,0.669473259,23.47130079,1662.021901,2.96,104,1.78,167,322,0.530612245,1.038268457,3.634842813,-0.135355091
Cs_Py_SnBr3,0.602776528,10.4,0.545330745,0.6571067,23.20694059,1659.404055,2.96,115,1.96,167,322,0.586734694,1.001545135,3.523033184,-1.047534583
Cs_TiZ_CaBr3,0.797459834,10.22222222,0.548435274,0.682059439,35.9298905,1504.550343,2.96,100,1,167,320,0.510204082,1.049910238,3.696118742,-0.987753232
Cs_TiZ_HfBr3,0.729236544,10.44444444,0.676040864,0.645121415,27.9551119,1610.358741,2.96,109,1.3,167,320,0.556122449,1.01892928,3.57750197,-0.13147247
Cs_TiZ_HgBr3,0.613396028,11.33333333,0.676040864,0.63894597,24.41031096,1518.249422,2.96,102,2,167,320,0.520408163,1.04286386,3.665085272,0.023062773
Cs_TiZ_InBr3,0.641822357,11.44444444,0.503891109,0.645121415,23.98575424,1509.686189,2.96,104,1.78,167,320,0.530612245,1.035911434,3.636789451,-0.473333509
Cs_TiZ_SnBr3,0.617933805,11.55555556,0.503891109,0.633203968,23.73560419,1507.218441,2.96,115,1.96,167,320,0.586734694,0.99927148,3.526840716,-1.409779925
Cs_TiZ_ZrBr3,0.722916186,10.44444444,0.676040864,0.645121415,28.14867059,1567.10807,2.96,109,1.33,167,320,0.556122449,1.01892928,3.57750197,1.860749284
Cs_TroP_HfBr3,0.656286367,9.391304348,0.705291356,0.654158297,26.22261698,1958.676132,2.96,109,1.3,167,333,0.556122449,1.033998769,3.561135821,-2.602882516
Cs_TroP_InBr3,0.578712984,10.17391304,0.554700196,0.654158297,22.38268562,1946.511017,2.96,104,1.78,167,333,0.530612245,1.051232081,3.625384197,1.108169179
Cs_TroP_SnBr3,0.558369421,10.26086957,0.554700196,0.642012062,22.12366177,1942.780583,2.96,115,1.96,167,333,0.586734694,1.014050239,3.50387448,0.141173594
DiEA_NH4_SnBr3,0.440256774,7.733333333,0.619323537,0.520043465,6.550122868,1565.654489,2.96,115,1.96,385,170,0.586734694,1.076575758,3.443675951,-1.060411848
DiMA_Az_HfBr3,0.535048637,7.290322581,0.754441774,0.524022,15.66964377,1758.750774,2.96,109,1.3,296,284,0.556122449,1.126734084,3.517082484,0.857965999
DiMA_Az_SnBr3,0.429529873,7.935483871,0.614295117,0.507064868,6.451561168,1675.512468,2.96,115,1.96,296,284,0.586734694,1.104996449,3.430703215,-1.034483861
DiMA_Az_ZrBr3,0.529081321,7.290322581,0.754441774,0.524022,15.96300755,1727.21057,2.96,109,1.33,296,284,0.556122449,1.126734084,3.517082484,2.735508968
DiMA_MA_HfBr3,0.568616743,7.259259259,0.774596669,0.548672641,16.69892711,1570.922194,2.96,109,1.3,296,238,0.556122449,1.073411278,3.532330962,-0.191437995
DiMA_MA_HgBr3,0.44787461,7.851851852,0.774596669,0.539357256,9.265752353,1439.251864,2.96,102,2,296,238,0.520408163,1.098625637,3.641835453,-0.283947778
DiMA_MA_InBr3,0.477666201,7.925925926,0.615765107,0.548672641,7.794228634,1436.411043,2.96,104,1.78,296,238,0.530612245,1.091301466,3.607515702,-0.844179059
DiMA_MA_SnBr3,0.452609103,8,0.615765107,0.530369368,6.664583008,1436.054458,2.96,115,1.96,296,238,0.586734694,1.052702378,3.460721526,-1.760984473
DiMA_MA_ZrBr3,0.5621132,7.259259259,0.774596669,0.548672641,17.01469953,1525.543007,2.96,109,1.33,296,238,0.556122449,1.073411278,3.532330962,1.735113203
EA_Az_SnBr3,0.429529873,7.935483871,0.614295117,0.507064868,6.451561168,1675.512468,2.96,115,1.96,299,284,0.586734694,1.108406932,3.429604401,-0.962705799
EA_Cs_AgBr3,0.626372975,8.8,0.767890078,0.728218184,25.18456013,1315.159587,2.96,94,1.93,299,167,0.479591837,1.046030376,3.815748835,-1.688372158
EA_Cs_CaBr3,0.788805076,7.9,0.584276741,0.759826432,36.57189424,1307.921251,2.96,100,1,299,167,0.510204082,1.024827058,3.714566035,-1.440361456
EA_Cs_CdBr3,0.656587573,8.9,0.767890078,0.721176003,24.74699564,1292.142251,2.96,95,1.69,299,167,0.484693878,1.04243577,3.796925906,-0.648055086
EA_Cs_HfBr3,0.72429252,8.1,0.767890078,0.721176003,28.53310237,1466.409736,2.96,109,1.3,299,167,0.556122449,0.994586259,3.611961648,-0.406507366
EA_Cs_HgBr3,0.619459998,8.9,0.767890078,0.71449886,24.84961666,1296.3894,2.96,102,2,299,167,0.520408163,1.017949024,3.686861861,-0.435603799
EA_Cs_InBr3,0.644123302,9,0.584276741,0.721176003,24.38314851,1292.542294,2.96,104,1.78,299,167,0.530612245,1.011162697,3.662017489,-0.88832005
EA_Cs_MnBr3,0.67847166,8.4,0.767890078,0.702280767,26.73625976,1337.484179,2.96,83,1.55,299,167,0.423469388,1.087271717,4.081107452,1.458008261
EA_Cs_MoBr3,0.607135445,8.3,0.767890078,0.70819708,27.41482106,1536.184467,2.96,93,2.16,299,167,0.474489796,1.049649859,3.835390629,5.280492488
EA_Cs_PdBr3,0.604836541,8.7,0.767890078,0.702280767,25.4298223,1369.688129,2.96,86,2.2,299,167,0.43877551,1.075704997,3.997366509,-0.211422204
EA_Cs_SnBr3,0.623300171,9.1,0.584276741,0.70819708,24.09635829,1292.036541,2.96,115,1.96,299,167,0.586734694,0.9753981,3.573727244,-1.718099106
EA_Cs_TiBr3,0.680144761,8.1,0.767890078,0.702280767,28.33883652,1383.410745,2.96,86,1.54,299,167,0.43877551,1.075704997,3.997366509,0.217839557
EA_Cs_ZrBr3,0.718378202,8.1,0.767890078,0.721176003,28.73037561,1408.309753,2.96,109,1.33,299,167,0.556122449,0.994586259,3.611961648,1.488637629
EA_FA_SnBr3,0.457855733,8.518518519,0.602121085,0.511267467,6.460730288,1403.308252,2.96,115,1.96,299,277,0.586734694,1.100449139,3.432311316,-1.15250156
EA_HA_HfBr3,0.620410184,7.84,0.760725774,0.540458053,16.82906987,1390.327096,2.96,109,1.3,299,226,0.556122449,1.062978555,3.538235809,-0.513672855
EA_HA_InBr3,0.530175984,8.56,0.600925213,0.540458053,7.742379766,1211.380599,2.96,104,1.78,299,226,0.530612245,1.080694864,3.610770487,-1.050209376
EA_HA_SnBr3,0.504780389,8.64,0.600925213,0.521893366,6.572952434,1211.727959,2.96,115,1.96,299,226,0.586734694,1.04247093,3.470076985,-1.922385221
EA_HA_ZrBr3,0.613988931,7.84,0.760725774,0.540458053,17.14966796,1334.126794,2.96,109,1.33,299,226,0.556122449,1.062978555,3.538235809,1.414748772
EA_HY_CaBr3,0.659475162,7.384615385,0.602856636,0.59724035,27.72890316,1230.824691,2.96,100,1,299,220,0.510204082,1.088132226,3.681305256,-1.850508546
EA_HY_HgBr3,0.467272525,8.153846154,0.76974737,0.536385357,9.255668581,1209.75956,2.96,102,2,299,220,0.520408163,1.080829325,3.64609373,-0.816804436
EA_HY_InBr3,0.497840269,8.230769231,0.610120231,0.545788844,7.750657212,1208.62235,2.96,104,1.78,299,220,0.530612245,1.073623796,3.613492928,-1.283123717
EA_HY_SnBr3,0.47217185,8.307692308,0.610120231,0.527315536,6.588101677,1209.07582,2.96,115,1.96,299,220,0.586734694,1.035649964,3.477085109,-2.142667491
EA_HY_ZrBr3,0.583151094,7.538461538,0.76974737,0.545788844,17.11537681,1332.996882,2.96,109,1.33,299,220,0.556122449,1.056023406,3.542815514,1.159644999
EA_IM_SnBr3,0.435218778,8.896551724,0.589767825,0.485887802,6.262379045,1655.210633,2.96,115,1.96,299,303,0.586734694,1.130006657,3.424625086,-0.522512944
EA_MA_CaBr3,0.638102656,7.111111111,0.605530071,0.599609248,27.52612396,1448.273253,2.96,100,1,299,238,0.510204082,1.109632094,3.678489816,-1.443770131
EA_MA_HfBr3,0.568616743,7.259259259,0.774596669,0.548672641,16.69892711,1570.922194,2.96,109,1.3,299,238,0.556122449,1.076888852,3.530604925,-0.320719635
EA_MA_HgBr3,0.44787461,7.851851852,0.774596669,0.539357256,9.265752353,1439.251864,2.96,102,2,299,238,0.520408163,1.102184899,3.641283992,-0.409935326
EA_MA_InBr3,0.477666201,7.925925926,0.615765107,0.548672641,7.794228634,1436.411043,2.96,104,1.78,299,238,0.530612245,1.094837,3.606639222,-0.901347226
EA_MA_SnBr3,0.452609103,8,0.615765107,0.530369368,6.664583008,1436.054458,2.96,115,1.96,299,238,0.586734694,1.056112861,3.457892916,-1.754315634
EA_MA_ZrBr3,0.5621132,7.259259259,0.774596669,0.548672641,17.01469953,1525.543007,2.96,109,1.33,299,238,0.556122449,1.076888852,3.530604925,1.592744772
EA_NH4_AgBr3,0.471760886,8.083333333,0.783953655,0.571638726,10.55738288,1284.653591,2.96,94,1.93,299,170,0.479591837,1.049687825,3.814036387,-1.52548185
EA_NH4_CaBr3,0.668159007,7.333333333,0.603807364,0.61517274,28.83772847,1276.674005,2.96,100,1,299,170,0.510204082,1.028410369,3.711425749,-1.173882923
EA_NH4_CdBr3,0.511232172,8.166666667,0.783953655,0.561503747,9.280355597,1256.733339,2.96,95,1.69,299,170,0.484693878,1.046080651,3.794985308,-0.417569169
EA_NH4_HfBr3,0.593768859,7.5,0.783953655,0.561503747,17.45321126,1438.589296,2.96,109,1.3,299,170,0.556122449,0.998063834,3.606355332,-0.230590761
EA_NH4_HgBr3,0.462307392,8.166666667,0.783953655,0.551701912,9.597634257,1257.292664,2.96,102,2,299,170,0.520408163,1.021508286,3.683210884,-0.198656743
EA_NH4_InBr3,0.495238789,8.25,0.612372436,0.561503747,8.02859473,1255.523119,2.96,104,1.78,299,170,0.530612245,1.014698231,3.657835921,-0.610709327
EA_NH4_MnBr3,0.538597716,7.75,0.783953655,0.533170548,14.14324043,1308.394362,2.96,83,1.55,299,170,0.423469388,1.091073367,4.081704261,1.390930346
EA_NH4_MoBr3,0.444703787,7.666666667,0.783953655,0.542251287,15.46333028,1507.445486,2.96,93,2.16,299,170,0.474489796,1.053319963,3.833902791,5.428590173
EA_NH4_PdBr3,0.441232884,8,0.783953655,0.533170548,11.20267825,1341.593733,2.96,86,2.2,299,170,0.43877551,1.079466203,3.9973647,-0.060350493
EA_NH4_TiBr3,0.540658356,7.5,0.783953655,0.533170548,17.12089367,1355.54014,2.96,86,1.54,299,170,0.43877551,1.079466203,3.9973647,0.422839124
EA_NH4_ZrBr3,0.586777925,7.5,0.783953655,0.561503747,17.7857621,1380.649142,2.96,109,1.33,299,170,0.556122449,0.998063834,3.606355332,1.747896551
FA_Az_HfBr3,0.557208627,8,0.737317003,0.51494042,15.84579095,1645.583231,2.96,109,1.3,277,284,0.556122449,1.104709447,3.520683269,0.477475677
FA_Az_InBr3,0.470079297,8.642857143,0.595437196,0.51494042,7.412397477,1546.241978,2.96,104,1.78,277,284,0.530612245,1.123121271,3.602980704,-0.193125272
FA_Az_SnBr3,0.445692107,8.714285714,0.595437196,0.49763075,6.353667516,1545.353584,2.96,115,1.96,277,284,0.586734694,1.083396724,3.439898124,-1.077711594
FA_Cs_AgBr3,0.676386785,10.23529412,0.74192905,0.711826698,26.31635345,1041.140884,2.96,94,1.93,277,167,0.479591837,1.019209085,3.833244557,-1.768052835
FA_Cs_CaBr3,0.856752456,9.176470588,0.574695771,0.743966557,38.11775574,1028.667889,2.96,100,1,277,167,0.510204082,0.998549441,3.743673942,-1.495585109
FA_Cs_CdBr3,0.711387067,10.35294118,0.74192905,0.704783785,25.87904115,995.9767749,2.96,95,1.69,277,167,0.484693878,1.015706648,3.816269058,-0.734716239
FA_Cs_HfBr3,0.786647165,9.411764706,0.74192905,0.704783785,29.7427811,1265.267495,2.96,109,1.3,277,167,0.556122449,0.969084048,3.66139132,-0.77279994
FA_Cs_HgBr3,0.668070616,10.35294118,0.74192905,0.698162726,25.98111523,994.9103428,2.96,102,2,277,167,0.520408163,0.991847767,3.720151375,-0.474873606
FA_Cs_InBr3,0.697136344,10.47058824,0.55022931,0.704783785,25.52063385,993.2654336,2.96,104,1.78,277,167,0.530612245,0.985235448,3.699666732,-0.934844303
FA_Cs_MnBr3,0.736020791,9.764705882,0.74192905,0.686234239,27.89314473,1077.458992,2.96,83,1.55,277,167,0.423469388,1.059392955,4.080086584,1.333644636
FA_Cs_MoBr3,0.65255391,9.647058824,0.74192905,0.691975632,28.58963051,1359.653959,2.96,93,2.16,277,167,0.474489796,1.02273576,3.851070655,5.261758433
FA_Cs_PdBr3,0.649464847,10.11764706,0.74192905,0.686234239,26.56340865,1126.877463,2.96,86,2.2,277,167,0.43877551,1.048122818,4.001112849,-0.346338402
FA_Cs_SnBr3,0.67271257,10.58823529,0.55022931,0.691975632,25.24449254,994.0434951,2.96,115,1.96,277,167,0.586734694,0.950387892,3.639275554,-1.6886681
FA_Cs_TiBr3,0.737888756,9.411764706,0.74192905,0.686234239,29.54207076,1147.268575,2.96,86,1.54,277,167,0.43877551,1.048122818,4.001112849,0.345031756
FA_Cs_ZrBr3,0.780163474,9.411764706,0.74192905,0.704783785,29.94674172,1183.519398,2.96,109,1.33,277,167,0.556122449,0.969084048,3.66139132,1.213147411
FA_DiMA_SnBr3,0.457855733,8.518518519,0.602121085,0.511267467,6.460730288,1403.308252,2.96,115,1.96,277,296,0.586734694,1.097038656,3.433627908,-1.079293229
FA_GUA_SnBr3,0.476955365,9.384615385,0.582671582,0.492912734,6.252077844,1166.930009,2.96,115,1.96,277,280,0.586734694,1.078849414,3.442366652,-1.446057378
FA_HA_AgBr3,0.523443852,9.454545455,0.740469753,0.540438585,10.34586545,963.3409274,2.96,94,1.93,277,226,0.479591837,1.091138912,3.80373341,-1.89871286
FA_HA_CaBr3,0.721783815,8.636363636,0.58630197,0.58409312,28.63846944,950.7136765,2.96,100,1,277,226,0.510204082,1.069021232,3.686958868,-1.572443068
FA_HA_CdBr3,0.564722629,9.545454545,0.740469753,0.530303301,9.054914537,914.7795872,2.96,95,1.69,277,226,0.484693878,1.087389294,3.782406672,-0.7262504
FA_HA_HfBr3,0.647938383,8.818181818,0.740469753,0.530303301,17.26802418,1176.901697,2.96,109,1.3,277,226,0.556122449,1.037476343,3.557826604,-0.799063162
FA_HA_HgBr3,0.51318441,9.545454545,0.740469753,0.52051657,9.376136295,909.1277004,2.96,102,2,277,226,0.520408163,1.061846593,3.653721267,-0.59268981
FA_HA_InBr3,0.548209119,9.636363636,0.576529586,0.530303301,7.783468787,910.1968367,2.96,104,1.78,277,226,0.530612245,1.054767615,3.623150582,-0.974504612
FA_HA_MoBr3,0.493184515,9,0.740469753,0.511098416,15.27559328,1264.4982,2.96,93,2.16,277,226,0.474489796,1.09491448,3.825844974,5.142615551
FA_HA_ZrBr3,0.64096363,8.818181818,0.740469753,0.530303301,17.60076509,1100.367597,2.96,109,1.33,277,226,0.556122449,1.037476343,3.557826604,1.210375106
FA_HY_AgBr3,0.49470856,9.043478261,0.754912229,0.548629769,10.35109469,961.9865352,2.96,94,1.93,277,220,0.479591837,1.083824015,3.804462746,-2.098814337
FA_HY_CdBr3,0.535923482,9.130434783,0.754912229,0.538553918,9.066362266,912.6719091,2.96,95,1.69,277,220,0.484693878,1.080099533,3.783501167,-0.973773909
FA_HY_HfBr3,0.619661285,8.434782609,0.754912229,0.538553918,17.2449151,1176.085198,2.96,109,1.3,277,220,0.556122449,1.030521194,3.564613927,-1.022936214
FA_HY_HgBr3,0.484558884,9.130434783,0.754912229,0.528819948,9.385988184,906.4759682,2.96,102,2,277,220,0.520408163,1.054728068,3.657510795,-0.884689473
FA_HY_InBr3,0.519384975,9.217391304,0.59115342,0.538553918,7.801640302,907.849201,2.96,104,1.78,277,220,0.530612245,1.047696547,3.62776186,-1.268171127
FA_HY_MoBr3,0.465009539,8.608695652,0.754912229,0.51944708,15.26011035,1263.633715,2.96,93,2.16,277,220,0.474489796,1.087574271,3.82621344,5.03793351
FA_HY_SnBr3,0.490246262,9.304347826,0.59115342,0.51944708,6.568497643,909.6446284,2.96,115,1.96,277,220,0.586734694,1.010639756,3.508811823,-2.08939846
FA_HY_ZrBr3,0.612631377,8.434782609,0.754912229,0.538553918,17.5764077,1099.51398,2.96,109,1.33,277,220,0.556122449,1.030521194,3.564613927,0.969205325
FA_IM_HfBr3,0.566592432,9.076923077,0.701472374,0.491959154,15.75859554,1634.819319,2.66,115,1.96,277,307,0.556122449,1.126734084,3.517082484,0.60057805
FA_IM_SnBr3,0.447828978,9.846153846,0.56343617,0.474550748,6.187545094,1540.054523,2.66,102,2,277,303,0.586734694,1.104996449,3.430703215,0.305185432
FA_IM_ZrBr3,0.560134621,9.076923077,0.701472374,0.491959154,16.06040186,1599.178384,2.96,115,1.96,277,303,0.556122449,1.126734084,3.517082484,-0.620488679
FA_MA_AgBr3,0.475622661,8.666666667,0.758041467,0.549355117,10.25920288,1254.488406,2.96,94,1.93,277,238,0.479591837,1.105768708,3.803468904,-1.685041591
FA_MA_CaBr3,0.669211313,7.916666667,0.596423837,0.591902237,28.13396347,1246.706259,2.96,100,1,277,238,0.510204082,1.083354477,3.682420329,-1.512680575
FA_MA_CdBr3,0.515058805,8.75,0.758041467,0.539462603,9.009530609,1227.303866,2.96,95,1.69,277,238,0.484693878,1.101968815,3.78145084,-0.67993878
FA_MA_HgBr3,0.466044005,8.75,0.758041467,0.529901896,9.320042064,1227.92247,2.96,102,2,277,238,0.520408163,1.076083642,3.647683023,-0.475967904
FA_MA_InBr3,0.499156502,8.833333333,0.596423837,0.539462603,7.78424867,1226.152841,2.96,104,1.78,277,238,0.530612245,1.068909751,3.615569311,-0.980343503
FA_MA_MoBr3,0.4478928,8.25,0.758041467,0.520691274,15.05801385,1472.119006,2.96,93,2.16,277,238,0.474489796,1.109594897,3.826264325,5.454288164
FA_MA_SnBr3,0.471402058,8.916666667,0.596423837,0.520691274,6.596961459,1226.380552,2.96,115,1.96,277,238,0.586734694,1.031102654,3.482123415,-1.638470718
FA_MA_ZrBr3,0.589517047,8.083333333,0.758041467,0.539462603,17.32905133,1348.223383,2.96,109,1.33,277,238,0.556122449,1.05138664,3.546173409,1.36152972
FA_NH4_AgBr3,0.493155083,9.142857143,0.766222405,0.561894836,10.73853477,999.3075345,2.96,94,1.93,277,170,0.479591837,1.022866533,3.830301992,-1.543425145
FA_NH4_CaBr3,0.707065722,8.285714286,0.595683397,0.607148279,29.73636852,986.3595668,2.96,100,1,277,170,0.510204082,1.002132752,3.739016944,-1.208787044
FA_NH4_CdBr3,0.537734195,9.238095238,0.766222405,0.551391202,9.398009398,949.822497,2.96,95,1.69,277,170,0.484693878,1.019351528,3.813054617,-0.475649648
FA_NH4_CrBr3,0.54396276,8.666666667,0.766222405,0.522138901,15.51398952,1150.910565,2.96,80,1.66,277,170,0.408163265,1.074751068,4.169283034,1.252543467
FA_NH4_FeBr3,0.510523451,8.857142857,0.766222405,0.522138901,14.14076696,1082.247821,2.96,78,1.83,277,170,0.397959184,1.082595966,4.234752281,0.844182769
FA_NH4_HfBr3,0.627658218,8.476190476,0.766222405,0.551391202,17.92727243,1219.768309,2.96,109,1.3,277,170,0.556122449,0.972561622,3.65370455,-0.531717124
FA_NH4_InBr3,0.519874675,9.333333333,0.590243252,0.551391202,8.077847046,945.3234853,2.96,104,1.78,277,170,0.530612245,0.988770982,3.693740656,-0.619524239
FA_NH4_MoBr3,0.460881344,8.666666667,0.766222405,0.531492118,15.85803958,1310.477312,2.96,93,2.16,277,170,0.474489796,1.026405864,3.848394962,5.448591574
